# Time-averaged data for fix 2
# TimeStep c_v[1] c_v[2] c_v[3] c_v[4]
29435 0.00599336 0.145728 0.12555 0.277272
29440 -0.0684019 0.0855497 0.12807 0.145218
29445 -0.137637 0.0218601 0.129662 0.013885
29450 -0.196145 -0.0389943 0.131062 -0.104078
29455 -0.239058 -0.0908597 0.132659 -0.197258
29460 -0.262978 -0.128592 0.134064 -0.257506
29465 -0.266966 -0.148836 0.134294 -0.281508
29470 -0.252962 -0.150633 0.132276 -0.271319
29475 -0.225062 -0.135405 0.126746 -0.233722
29480 -0.188525 -0.106077 0.116298 -0.178304
29485 -0.148433 -0.0662493 0.0996901 -0.114993
29490 -0.109118 -0.019636 0.0761737 -0.0525801
29495 -0.0741006 0.0301735 0.0454299 0.00150283
29500 -0.0457602 0.0797246 0.00761907 0.0415835
29505 -0.0251645 0.125617 -0.0363995 0.0640528
29510 -0.0122881 0.165066 -0.0845505 0.0682278
29515 -0.00669303 0.19607 -0.134014 0.055363
29520 -0.00710591 0.216847 -0.18164 0.0281009
29525 -0.0111392 0.225672 -0.224075 -0.00954195
29530 -0.0163393 0.221024 -0.258155 -0.0534705
29535 -0.0208078 0.201954 -0.281133 -0.0999872
29540 -0.0239514 0.168631 -0.290741 -0.146062
29545 -0.0260403 0.12252 -0.2855 -0.18902
29550 -0.0276265 0.0664554 -0.264767 -0.225938
29555 -0.0289794 0.00422711 -0.229077 -0.253829
29560 -0.0294903 -0.0599358 -0.180908 -0.270334
29565 -0.027561 -0.121968 -0.124214 -0.273743
29570 -0.0210558 -0.178119 -0.0631886 -0.262363
29575 -0.00798862 -0.22516 -0.00202937 -0.235178
29580 0.012848 -0.260613 0.0554069 -0.192358
29585 0.0411052 -0.283021 0.106259 -0.135656
29590 0.074316 -0.292164 0.148453 -0.0693952
29595 0.108537 -0.288961 0.18117 0.000745635
29600 0.1394 -0.274978 0.204451 0.0688734
29605 0.163116 -0.252332 0.218666 0.12945
29610 0.176955 -0.223726 0.224774 0.178004
29615 0.180015 -0.191788 0.223509 0.211736
29620 0.173095 -0.158988 0.215119 0.229225
29625 0.158076 -0.127408 0.199745 0.230413
29630 0.137597 -0.0982818 0.177524 0.216839
29635 0.114537 -0.0719273 0.148932 0.191542
29640 0.0916882 -0.0479635 0.114855 0.15858
29645 0.0712577 -0.0251318 0.0762948 0.122421
29650 0.0543627 -0.00237016 0.0342183 0.0862108
29655 0.0410398 0.0209999 -0.0101346 0.051905
29660 0.0305104 0.0455857 -0.055028 0.0210682
29665 0.0216308 0.0715916 -0.0979745 -0.00475214
29670 0.0133946 0.0986712 -0.136256 -0.0241898
29675 0.00508343 0.126159 -0.16705 -0.0358071
29680 -0.00390053 0.153141 -0.188054 -0.0388139
29685 -0.0145448 0.178647 -0.198029 -0.0339268
29690 -0.028158 0.201392 -0.197379 -0.0241449
29695 -0.0457851 0.219603 -0.188201 -0.0143835
29700 -0.0675506 0.231455 -0.173517 -0.00961288
29705 -0.0922602 0.235639 -0.156527 -0.0131484
29710 -0.117878 0.231244 -0.139931 -0.0265642
29715 -0.141817 0.218117 -0.125433 -0.0491333
29720 -0.161383 0.196965 -0.114442 -0.07886
29725 -0.174395 0.169255 -0.107816 -0.112956
29730 -0.179727 0.137123 -0.105743 -0.148347
29735 -0.176773 0.103006 -0.107973 -0.18174
29740 -0.164899 0.0688426 -0.113599 -0.209655
29745 -0.143942 0.0353398 -0.121006 -0.229608
29750 -0.114574 0.00213283 -0.12786 -0.240301
29755 -0.0786802 -0.0316886 -0.131507 -0.241876
29760 -0.0385982 -0.0664203 -0.129583 -0.234601
29765 0.00324311 -0.100982 -0.120315 -0.218053
29770 0.0443211 -0.133388 -0.102781 -0.191848
29775 0.0824919 -0.161552 -0.0772842 -0.156344
29780 0.116328 -0.183459 -0.045638 -0.112769
29785 0.14487 -0.197052 -0.0104709 -0.0626522
29790 0.167578 -0.201359 0.0262418 -0.0075391
29795 0.184085 -0.196508 0.0636556 0.0512326
29800 0.194147 -0.183175 0.101876 0.112848
29805 0.197874 -0.162137 0.140844 0.17658
29810 0.195813 -0.134169 0.179512 0.241156
29815 0.188652 -0.100488 0.21597 0.304134
29820 0.177219 -0.0630702 0.247843 0.361993
29825 0.162306 -0.0240245 0.272442 0.410724
29830 0.144369 0.0142819 0.287418 0.446069
29835 0.124072 0.0497378 0.291503 0.465312
29840 0.102258 0.080911 0.284293 0.467462
29845 0.0792634 0.107358 0.26602 0.452642
29850 0.0547905 0.129338 0.237381 0.421509
29855 0.0282836 0.1475 0.199708 0.375491
29860 -0.000437945 0.162169 0.155297 0.317027
29865 -0.0307632 0.173165 0.10739 0.249792
29870 -0.0612474 0.179747 0.0595358 0.178036
29875 -0.0900728 0.18133 0.0148618 0.106119
29880 -0.115247 0.177945 -0.0242649 0.0384331
29885 -0.134977 0.169834 -0.0564079 -0.021551
29890 -0.148029 0.15754 -0.0813455 -0.0718344
29895 -0.15358 0.141734 -0.09947 -0.111316
29900 -0.151379 0.123455 -0.111577 -0.139501
29905 -0.142157 0.103835 -0.119322 -0.157644
29910 -0.127094 0.0838512 -0.124971 -0.168214
29915 -0.107226 0.0638894 -0.130863 -0.174199
29920 -0.0837957 0.044077 -0.138859 -0.178578
29925 -0.058522 0.0245208 -0.149924 -0.183926
29930 -0.033155 0.00557785 -0.163713 -0.19129
29935 -0.00932914 -0.0118264 -0.178769 -0.199924
29940 0.01148 -0.0266238 -0.193081 -0.208225
29945 0.0284062 -0.0382602 -0.204651 -0.214505
29950 0.0408729 -0.0464757 -0.211378 -0.216981
29955 0.0481316 -0.0511219 -0.211589 -0.21458
29960 0.0496849 -0.0523395 -0.204496 -0.207151
29965 0.0453566 -0.0504039 -0.190438 -0.195485
29970 0.0353763 -0.0460892 -0.170785 -0.181498
29975 0.0208537 -0.0408851 -0.147367 -0.167399
29980 0.00339597 -0.0365836 -0.121259 -0.154446
29985 -0.0152748 -0.0348738 -0.0926501 -0.142799
29990 -0.0331663 -0.0366214 -0.0611997 -0.130987
29995 -0.0483609 -0.041209 -0.0264521 -0.116022
30000 -0.0594088 -0.0468695 0.011931 -0.0943473
30005 -0.0659163 -0.0520708 0.0542355 -0.0637516
30010 -0.0683419 -0.055739 0.100542 -0.0235391
30015 -0.0678325 -0.0573978 0.150394 0.025164
30020 -0.0659385 -0.0568866 0.202429 0.0796036
30025 -0.0644106 -0.0547192 0.254336 0.135207
30030 -0.0646228 -0.0519779 0.302742 0.186141
30035 -0.0669186 -0.0499305 0.343235 0.226386
30040 -0.0709787 -0.0498729 0.371265 0.250414
30045 -0.0759857 -0.0527708 0.383191 0.254435
30050 -0.0809792 -0.0591469 0.376389 0.236263
30055 -0.0850277 -0.0687644 0.349599 0.195807
30060 -0.0873036 -0.0806658 0.303445 0.135476
30065 -0.087162 -0.0937943 0.24048 0.0595241
30070 -0.0839227 -0.106961 0.165533 -0.0253507
30075 -0.0770344 -0.119055 0.0849107 -0.111178
30080 -0.0660102 -0.129443 0.00458017 -0.190873
30085 -0.0504796 -0.137721 -0.0703542 -0.258555
30090 -0.0305861 -0.143678 -0.135926 -0.31019
30095 -0.00660217 -0.147464 -0.18941 -0.343476
30100 0.0211306 -0.149272 -0.229206 -0.357347
30105 0.0521607 -0.149468 -0.254877 -0.352184
30110 0.0855013 -0.1481 -0.26641 -0.329008
30115 0.119388 -0.144716 -0.264369 -0.289697
30120 0.152068 -0.138252 -0.250381 -0.236564
30125 0.182021 -0.126868 -0.227064 -0.171911
30130 0.208163 -0.108399 -0.19732 -0.0975569
30135 0.230047 -0.0812667 -0.163407 -0.0146269
30140 0.247494 -0.044866 -0.126867 0.0757609
30145 0.260252 -4.98224e-05 -0.0889625 0.17124
30150 0.267858 0.0509437 -0.0508486 0.267953
30155 0.269753 0.104602 -0.0134717 0.360884
30160 0.265544 0.156463 0.0219997 0.444007
30165 0.25513 0.201824 0.0542557 0.51121
30170 0.238841 0.237151 0.0821105 0.558103
30175 0.217183 0.259976 0.104719 0.581878
30180 0.190818 0.268984 0.121711 0.581513
30185 0.160282 0.264091 0.132885 0.557258
30190 0.126338 0.246253 0.13804 0.510631
30195 0.0903396 0.217124 0.137461 0.444925
30200 0.0534782 0.178567 0.132215 0.36426
30205 0.0162455 0.132785 0.123986 0.273016
30210 -0.021322 0.0823559 0.114418 0.175452
30215 -0.0593707 0.0303236 0.104907 0.0758603
30220 -0.0977638 -0.0197264 0.0964983 -0.0209919
30225 -0.135793 -0.0644482 0.0894472 -0.110794
30230 -0.172462 -0.101798 0.0830267 -0.191233
30235 -0.20649 -0.131477 0.0756541 -0.262313
30240 -0.236661 -0.154602 0.0654367 -0.325826
30245 -0.261976 -0.172692 0.0513897 -0.383278
30250 -0.281591 -0.187359 0.0335728 -0.435378
30255 -0.294492 -0.199855 0.0128418 -0.481506
30260 -0.299868 -0.210453 -0.00929412 -0.519615
30265 -0.297904 -0.218182 -0.0310592 -0.547145
30270 -0.289913 -0.221281 -0.0505591 -0.561754
30275 -0.277861 -0.217468 -0.0661764 -0.561505
30280 -0.263892 -0.20404 -0.0768194 -0.544751
30285 -0.249388 -0.179022 -0.0815776 -0.509988
30290 -0.234398 -0.142289 -0.0793416 -0.456028
30295 -0.217547 -0.0955973 -0.069551 -0.382695
30300 -0.19686 -0.0422844 -0.0530926 -0.292237
30305 -0.170677 0.0134412 -0.0324328 -0.189669
30310 -0.137996 0.0674788 -0.0110907 -0.0816084
30315 -0.0983651 0.116675 0.00662554 0.0249359
30320 -0.0520851 0.158728 0.0172299 0.123872
30325 -0.000438814 0.192335 0.0189036 0.2108
30330 0.0545381 0.216722 0.0116927 0.282953
30335 0.110228 0.231359 -0.00253312 0.339054
30340 0.163441 0.236225 -0.0204485 0.379217
30345 0.210315 0.231631 -0.0384992 0.403447
30350 0.246935 0.21873 -0.0537603 0.411904
30355 0.270183 0.199227 -0.0642031 0.405207
30360 0.27856 0.174974 -0.0686646 0.38487
30365 0.272285 0.147858 -0.0666202 0.353523
30370 0.252891 0.119567 -0.0584887 0.31397
30375 0.222356 0.0915277 -0.0462568 0.267627
30380 0.182833 0.0650651 -0.0330003 0.214898
30385 0.136347 0.0412065 -0.0222206 0.155332
30390 0.0847827 0.0210397 -0.0168218 0.0890006
30395 0.0301012 0.00557223 -0.0183309 0.0173425
30400 -0.0250837 -0.00402882 -0.0266604 -0.0557729
30405 -0.0774182 -0.00692568 -0.0397963 -0.12414
30410 -0.123466 -0.00336527 -0.0550653 -0.181896
30415 -0.160307 0.00558095 -0.0698035 -0.22453
30420 -0.185887 0.0183494 -0.081696 -0.249234
30425 -0.199019 0.0333697 -0.089059 -0.254708
30430 -0.199084 0.0491434 -0.0908059 -0.240747
30435 -0.186369 0.063809 -0.0866035 -0.209163
30440 -0.162406 0.0750385 -0.0770114 -0.164379
30445 -0.129859 0.0802301 -0.0634832 -0.113112
30450 -0.0914506 0.0776337 -0.0479332 -0.0617502
30455 -0.0501686 0.0669564 -0.0318821 -0.0150943
30460 -0.00974771 0.0491318 -0.0160895 0.0232945
30465 0.0259763 0.0258236 -0.000811076 0.0509889
30470 0.0537284 -0.00110841 0.0136222 0.0662421
30475 0.0715049 -0.0298733 0.0265911 0.0682227
30480 0.0792282 -0.0589615 0.0375343 0.057801
30485 0.0783083 -0.0870901 0.0462032 0.0374214
30490 0.071715 -0.113378 0.0528512 0.011188
30495 0.0629215 -0.136671 0.0583572 -0.0153926
30500 0.0551664 -0.155431 0.0640005 -0.0362641
30505 0.0509999 -0.167757 0.0706217 -0.0461352
30510 0.05188 -0.172151 0.0780404 -0.0422305
30515 0.0584624 -0.16783 0.0852122 -0.0241551
30520 0.0704957 -0.154514 0.0906277 0.00660961
30525 0.0871121 -0.132435 0.0930514 0.0477283
30530 0.107218 -0.102523 0.0922032 0.0968981
30535 0.129514 -0.0666701 0.0890574 0.151901
30540 0.152417 -0.0273751 0.0855762 0.210618
30545 0.173503 0.012282 0.0834623 0.269248
30550 0.190155 0.0486956 0.0834253 0.322276
30555 0.200519 0.0786629 0.084559 0.363741
30560 0.203477 0.100131 0.0849959 0.388604
30565 0.198828 0.112012 0.0832804 0.39412
30570 0.18675 0.11423 0.079335 0.380314
30575 0.167348 0.107557 0.0740098 0.348915
30580 0.140827 0.0934905 0.0683621 0.30268
30585 0.107683 0.0739073 0.0631836 0.244774
30590 0.0690224 0.0509754 0.0581474 0.178145
30595 0.0262453 0.0267487 0.0520912 0.105085
30600 -0.0185478 0.00288936 0.0441638 0.0285054
30605 -0.062648 -0.019299 0.0340669 -0.0478802
30610 -0.103332 -0.0393424 0.0219768 -0.120697
30615 -0.138165 -0.0572726 0.00868295 -0.186754
30620 -0.165264 -0.0731422 -0.00449646 -0.242903
30625 -0.183523 -0.0864969 -0.0160764 -0.286096
30630 -0.192741 -0.096306 -0.0250808 -0.314127
30635 -0.193389 -0.101254 -0.031489 -0.326133
30640 -0.186268 -0.100264 -0.0360928 -0.322625
30645 -0.172281 -0.0928791 -0.0402201 -0.30538
30650 -0.152656 -0.0794412 -0.0452729 -0.27737
30655 -0.129295 -0.0606503 -0.0523355 -0.242281
30660 -0.104003 -0.0378024 -0.0616999 -0.203506
30665 -0.0779117 -0.0129002 -0.0726908 -0.163503
30670 -0.051657 0.0121146 -0.083834 -0.123376
30675 -0.0255855 0.0356692 -0.0932475 -0.0831638
30680 -0.00021525 0.0566599 -0.0985288 -0.0420842
30685 0.0237657 0.0741096 -0.0973265 0.000548802
30690 0.0459791 0.0873557 -0.0883468 0.0449879
30695 0.0658646 0.0960433 -0.0713339 0.0905739
30700 0.082869 0.100177 -0.0469922 0.136054
30705 0.0966525 0.0998565 -0.0166696 0.179839
30710 0.10693 0.0951905 0.0179698 0.220091
30715 0.113644 0.0866809 0.0554198 0.255744
30720 0.116424 0.0750469 0.0937202 0.285191
30725 0.114557 0.0606548 0.130583 0.305795
30730 0.107329 0.0433321 0.16346 0.314121
30735 0.0945284 0.0222826 0.189798 0.306609
30740 0.0770873 -0.00371162 0.207407 0.280783
30745 0.0568949 -0.0350594 0.214581 0.236416
30750 0.0362895 -0.0706016 0.210187 0.175875
30755 0.0174634 -0.10812 0.193758 0.103101
30760 0.00177837 -0.144894 0.165597 0.0224813
30765 -0.0105901 -0.178037 0.126913 -0.0617143
30770 -0.0210507 -0.205171 0.0800126 -0.146209
30775 -0.0313867 -0.224845 0.0279279 -0.228304
30780 -0.0427137 -0.236697 -0.0258332 -0.305244
30785 -0.0555699 -0.241339 -0.0779143 -0.374823
30790 -0.0699579 -0.239768 -0.125751 -0.435476
30795 -0.0849987 -0.232461 -0.167775 -0.485235
30800 -0.0990986 -0.219316 -0.203086 -0.521501
30805 -0.11084 -0.199817 -0.230715 -0.541372
30810 -0.119167 -0.172978 -0.24894 -0.541086
30815 -0.123578 -0.137826 -0.255911 -0.517315
30820 -0.123713 -0.0937286 -0.250322 -0.467764
30825 -0.11923 -0.0406043 -0.232094 -0.391928
30830 -0.110431 0.0202869 -0.202713 -0.292858
30835 -0.0982202 0.0865009 -0.164169 -0.175888
30840 -0.0836101 0.154737 -0.118105 -0.0469785
30845 -0.0679119 0.221179 -0.0662592 0.087008
30850 -0.0525932 0.282185 -0.0106462 0.218945
30855 -0.0388631 0.33462 0.0464817 0.342238
30860 -0.0275433 0.375794 0.102493 0.450744
30865 -0.0190185 0.403256 0.154089 0.538326
30870 -0.0130316 0.414679 0.196856 0.598503
30875 -0.00852772 0.4082 0.226099 0.62577
30880 -0.00391245 0.382688 0.237894 0.61667
30885 0.00223027 0.33817 0.229858 0.570259
30890 0.0102856 0.276175 0.201762 0.488222
30895 0.0195818 0.19976 0.155577 0.374918
30900 0.0289485 0.113411 0.0947685 0.237128
30905 0.0369898 0.0228153 0.0239249 0.08373
30910 0.0428042 -0.0656081 -0.0518383 -0.0746422
30915 0.046545 -0.145944 -0.12754 -0.226939
30920 0.0491919 -0.213581 -0.198499 -0.362889
30925 0.0518939 -0.265637 -0.260219 -0.473962
30930 0.0556154 -0.301292 -0.308481 -0.554158
30935 0.0607833 -0.321249 -0.339842 -0.600307
30940 0.066818 -0.326762 -0.352387 -0.612331
30945 0.0725794 -0.319157 -0.345421 -0.591999
30950 0.0767948 -0.299904 -0.319739 -0.542848
30955 0.0781037 -0.270679 -0.277636 -0.470212
30960 0.0755705 -0.233195 -0.222183 -0.379808
30965 0.0689862 -0.189262 -0.157312 -0.277587
30970 0.0585437 -0.141108 -0.0880347 -0.170599
30975 0.0450904 -0.0909107 -0.0198222 -0.0656426
30980 0.0300481 -0.040765 0.0424096 0.0316928
30985 0.015241 0.00744515 0.0947013 0.117387
30990 0.00270453 0.0520006 0.133979 0.188684
30995 -0.00568519 0.091365 0.158379 0.244059
31000 -0.00854632 0.124386 0.167002 0.282842
31005 -0.00547774 0.149846 0.159929 0.304297
31010 0.00306482 0.166422 0.138342 0.307828
31015 0.0160815 0.17339 0.10443 0.293902
31020 0.0317301 0.171231 0.0614108 0.264372
31025 0.0476883 0.161091 0.0131354 0.221915
31030 0.0618041 0.144557 -0.0361091 0.170252
31035 0.072698 0.123707 -0.0814378 0.114967
31040 0.0793703 0.100586 -0.117801 0.0621545
31045 0.0816927 0.0769574 -0.140745 0.0179049
31050 0.0801991 0.0545664 -0.147147 -0.0123818
31055 0.0755425 0.0356896 -0.136016 -0.0247841
31060 0.0680814 0.023093 -0.108205 -0.0170302
31065 0.057327 0.0192775 -0.0662165 0.010388
31070 0.0420552 0.0260178 -0.0138887 0.0541843
31075 0.0210686 0.0436385 0.0447258 0.109433
31080 -0.00617739 0.0708807 0.10594 0.170644
31085 -0.0392334 0.105122 0.166199 0.232088
31090 -0.0768008 0.142885 0.22151 0.287594
31095 -0.116582 0.180087 0.267709 0.331213
31100 -0.155373 0.211929 0.300708 0.357265
31105 -0.189059 0.233515 0.316879 0.361334
31110 -0.213292 0.240575 0.313469 0.340752
31115 -0.224343 0.230499 0.289104 0.29526
31120 -0.219877 0.203335 0.243797 0.227255
31125 -0.199744 0.161116 0.179077 0.140449
31130 -0.165824 0.107212 0.0984614 0.0398498
31135 -0.121361 0.0457768 0.00710598 -0.068478
31140 -0.0704012 -0.0193049 -0.0888269 -0.178533
31145 -0.0176585 -0.0845014 -0.182456 -0.284616
31150 0.0317559 -0.146926 -0.266495 -0.381665
31155 0.0730848 -0.204439 -0.333754 -0.465108
31160 0.102968 -0.255041 -0.378608 -0.53068
31165 0.119646 -0.296893 -0.39809 -0.575337
31170 0.122842 -0.328733 -0.392075 -0.597966
31175 0.113935 -0.349736 -0.362356 -0.598156
31180 0.0952855 -0.358808 -0.311902 -0.575425
31185 0.0695925 -0.354808 -0.244788 -0.530003
31190 0.0392396 -0.336819 -0.165869 -0.463449
31195 0.00659765 -0.304292 -0.0806431 -0.378337
31200 -0.0260602 -0.257634 0.00524358 -0.278451
31205 -0.056884 -0.19846 0.0862513 -0.169093
31210 -0.0841182 -0.129312 0.157909 -0.0555214
31215 -0.106101 -0.0531262 0.216885 0.0576582
31220 -0.121317 0.026548 0.260966 0.166197
31225 -0.128268 0.105297 0.288398 0.265427
31230 -0.125816 0.178194 0.297467 0.349845
31235 -0.113671 0.240354 0.287312 0.413995
31240 -0.0922451 0.287516 0.258473 0.453744
31245 -0.0627373 0.316554 0.212827 0.466645
31250 -0.0270454 0.325568 0.15362 0.452142
31255 0.0126485 0.314156 0.0858427 0.412647
31260 0.0542618 0.283439 0.0157334 0.353434
31265 0.0958414 0.235943 -0.0503074 0.281477
31270 0.135396 0.175539 -0.106375 0.20456
31275 0.170853 0.106979 -0.14796 0.129872
31280 0.200478 0.0354929 -0.172724 0.0632463
31285 0.222619 -0.0333374 -0.180759 0.0085231
31290 0.235574 -0.0939489 -0.173917 -0.0322925
31295 0.237855 -0.141362 -0.154489 -0.0579954
31300 0.228281 -0.171682 -0.12483 -0.0682314
31305 0.206278 -0.182847 -0.0874962 -0.0640651
31310 0.172073 -0.174795 -0.0448572 -0.0475795
31315 0.126967 -0.149721 0.000324394 -0.0224296
31320 0.0733616 -0.111687 0.0446081 0.00628241
31325 0.0143894 -0.0655618 0.0842086 0.0330363
31330 -0.046168 -0.016345 0.115619 0.0531061
31335 -0.104167 0.0313851 0.136156 0.0633747
31340 -0.155419 0.0736907 0.143835 0.0621062
31345 -0.196382 0.107502 0.137737 0.0488571
31350 -0.22479 0.130323 0.118107 0.02364
31355 -0.239507 0.140288 0.085921 -0.0132979
31360 -0.240499 0.136708 0.0428801 -0.0609108
31365 -0.228699 0.120411 -0.00811232 -0.1164
31370 -0.205835 0.0934072 -0.0630011 -0.175428
31375 -0.174475 0.0581666 -0.116497 -0.232805
31380 -0.137775 0.0174865 -0.162873 -0.283162
31385 -0.0988307 -0.0257528 -0.196959 -0.321543
31390 -0.0604828 -0.0684744 -0.214748 -0.343705
31395 -0.0250757 -0.106929 -0.213711 -0.345715
31400 0.00543131 -0.137345 -0.193058 -0.324972
31405 0.0291602 -0.15719 -0.153454 -0.281485
31410 0.044846 -0.165477 -0.0972246 -0.217856
31415 0.0519112 -0.162261 -0.0274512 -0.137801
31420 0.0506776 -0.149045 0.0523103 -0.0460573
31425 0.0421502 -0.128331 0.137989 0.0518082
31430 0.0281865 -0.102963 0.224751 0.149974
31435 0.0112002 -0.0756833 0.306986 0.242503
31440 -0.0064766 -0.0491043 0.378736 0.323155
31445 -0.0225652 -0.0254241 0.434029 0.38604
31450 -0.0351543 -0.00604132 0.468001 0.426805
31455 -0.0428172 0.00907291 0.477841 0.444097
31460 -0.0447432 0.0206538 0.463415 0.439325
31465 -0.0408542 0.0292691 0.426869 0.415284
31470 -0.0318349 0.034897 0.37194 0.375002
31475 -0.0187459 0.0369158 0.303448 0.321618
31480 -0.00327326 0.0345053 0.22675 0.257982
31485 0.0121961 0.0272816 0.147156 0.186633
31490 0.0249025 0.0154974 0.0695904 0.10999
31495 0.0326262 0.000131775 -0.00154739 0.0312106
31500 0.0341747 -0.0169749 -0.0626707 -0.0454709
31505 0.029798 -0.0338728 -0.111621 -0.115695
31510 0.0209801 -0.0487116 -0.147937 -0.175669
31515 0.0102913 -0.0599446 -0.172336 -0.221989
31520 0.0010454 -0.0663985 -0.186303 -0.251656
31525 -0.00409741 -0.0675322 -0.191656 -0.263285
31530 -0.00391379 -0.0632609 -0.189711 -0.256886
31535 0.00193943 -0.0540031 -0.181275 -0.233338
31540 0.0133647 -0.0409025 -0.166994 -0.194532
31545 0.0296337 -0.0256209 -0.147805 -0.143792
31550 0.0491004 -0.0099641 -0.125596 -0.0864602
31555 0.0695348 0.00431627 -0.103218 -0.0293667
31560 0.0883319 0.0162565 -0.0837016 0.0208867
31565 0.103165 0.0257669 -0.0695141 0.0594182
31570 0.112867 0.033553 -0.06246 0.0839597
31575 0.117181 0.0405695 -0.0638064 0.093944
31580 0.116251 0.0473682 -0.0738507 0.0897689
31585 0.110659 0.0539868 -0.0915458 0.0731004
31590 0.101053 0.0599633 -0.115103 0.0459129
31595 0.0878924 0.0642304 -0.141766 0.0103569
31600 0.0713152 0.0655089 -0.167925 -0.0311009
31605 0.0513671 0.0627882 -0.189827 -0.0756717
31610 0.0279845 0.0557723 -0.204343 -0.120586
31615 0.00129802 0.0451369 -0.209285 -0.16285
31620 -0.0280915 0.0323101 -0.203215 -0.198996
31625 -0.059225 0.018944 -0.185475 -0.225755
31630 -0.0910205 0.00615713 -0.156603 -0.241466
31635 -0.121891 -0.0060177 -0.118682 -0.24659
31640 -0.149582 -0.0185531 -0.0748723 -0.243007
31645 -0.171261 -0.032364 -0.0287834 -0.232409
31650 -0.184033 -0.0471465 0.0159156 -0.215264
31655 -0.185273 -0.0610522 0.0561256 -0.1902
31660 -0.173227 -0.0712211 0.0899449 -0.154503
31665 -0.147777 -0.0746927 0.116553 -0.105917
31670 -0.110932 -0.0690295 0.135702 -0.0442592
31675 -0.0667226 -0.0531813 0.147615 0.0277111
31680 -0.0199279 -0.027847 0.152894 0.10512
31685 0.02484 0.00456495 0.152181 0.181586
31690 0.0636194 0.0400539 0.146254 0.249927
31695 0.0934883 0.0738629 0.135764 0.303115
31700 0.11308 0.101311 0.121144 0.335536
31705 0.122845 0.118781 0.102757 0.344383
31710 0.124835 0.123992 0.0811086 0.329936
31715 0.122203 0.115849 0.0567577 0.29481
31720 0.118803 0.0947918 0.0303032 0.243898
31725 0.118375 0.0626725 0.00265804 0.183706
31730 0.123526 0.0227524 -0.0251685 0.12111
31735 0.135254 -0.0208998 -0.0521344 0.0622202
31740 0.153028 -0.0643555 -0.0771424 0.0115304
31745 0.174484 -0.10453 -0.0989018 -0.028948
31750 0.196063 -0.139327 -0.116028 -0.0592924
31755 0.214027 -0.167783 -0.127121 -0.0808768
31760 0.224942 -0.1895 -0.130894 -0.0954518
31765 0.226224 -0.203853 -0.126846 -0.104474
31770 0.216639 -0.209909 -0.115087 -0.108357
31775 0.195971 -0.206774 -0.0956736 -0.106476
31780 0.165045 -0.194074 -0.0691115 -0.0981405
31785 0.125686 -0.171827 -0.0366682 -0.0828098
31790 0.0802164 -0.140208 -8.96013e-05 -0.0600809
31795 0.0314463 -0.0998926 0.0382257 -0.0302207
31800 -0.0176645 -0.0525863 0.0752172 0.00496636
31805 -0.0644005 -0.00117932 0.10765 0.0420705
31810 -0.106524 0.0503389 0.133084 0.0768997
31815 -0.142694 0.0974913 0.150409 0.105206
31820 -0.172825 0.136607 0.159851 0.123633
31825 -0.197755 0.165645 0.162035 0.129925
31830 -0.218757 0.183871 0.157573 0.122687
31835 -0.237111 0.191587 0.147063 0.101539
31840 -0.253483 0.189526 0.13156 0.0676026
31845 -0.267642 0.178164 0.112496 0.0230182
31850 -0.279029 0.158008 0.0915331 -0.0294882
31855 -0.287075 0.130079 0.0704009 -0.0865948
31860 -0.291346 0.0964246 0.0508009 -0.144121
31865 -0.291687 0.060487 0.0342006 -0.196999
31870 -0.288047 0.0266165 0.0214787 -0.239952
31875 -0.280213 -0.000938089 0.0126033 -0.268547
31880 -0.267801 -0.0186618 0.00699736 -0.279466
31885 -0.250353 -0.0240207 0.00340252 -0.270971
31890 -0.227073 -0.015833 -0.000154461 -0.243061
31895 -0.197349 0.00606455 -0.00578112 -0.197065
31900 -0.16116 0.0404515 -0.0149783 -0.135686
31905 -0.119198 0.0846036 -0.0280388 -0.0626331
31910 -0.072324 0.134661 -0.0439266 0.0184108
31915 -0.0213687 0.186026 -0.0604493 0.104208
31920 0.0326228 0.23384 -0.0747649 0.191698
31925 0.0882294 0.273983 -0.0847244 0.277488
31930 0.143258 0.303141 -0.0896 0.3568
31935 0.194907 0.318688 -0.089608 0.423986
31940 0.24029 0.318811 -0.085445 0.473656
31945 0.276936 0.302583 -0.0780936 0.501425
31950 0.303385 0.270555 -0.0688868 0.505053
31955 0.319235 0.22487 -0.0596972 0.484407
31960 0.324652 0.168461 -0.0523864 0.440727
31965 0.320358 0.105093 -0.0482922 0.37716
31970 0.307519 0.0388638 -0.0480179 0.298365
31975 0.287746 -0.0264151 -0.0513655 0.209965
31980 0.263374 -0.0871436 -0.0575109 0.11872
31985 0.237085 -0.140395 -0.0653873 0.0313036
31990 0.211325 -0.184521 -0.0744548 -0.0476504
31995 0.187871 -0.219352 -0.0842741 -0.115755
32000 0.167479 -0.245784 -0.0936075 -0.171912
32005 0.149705 -0.264977 -0.101081 -0.216354
32010 0.133631 -0.278094 -0.105328 -0.249791
32015 0.118148 -0.285652 -0.104759 -0.272263
32020 0.101816 -0.287535 -0.0978047 -0.283523
32025 0.0831871 -0.283473 -0.0836497 -0.283935
32030 0.0609635 -0.273441 -0.0623422 -0.27482
32035 0.0342342 -0.258429 -0.0345674 -0.258762
32040 0.00303917 -0.24027 -0.00133145 -0.238563
32045 -0.0317556 -0.22129 0.0362292 -0.216817
